Tenure,Monthly Charges,Device Protection,Streaming TV,Tech Support,Internet Service,Online Security,Streaming Movies,Online Backup,Payment Method,Churn
8,94.7,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
8,74.05,Yes,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
63,89.6,Yes,No,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
60,116.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
12,54.2,No,No,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
13,19.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
22,65.05,Yes,No,No,DSL,Yes,No,Yes,Mailed check,No
5,92.5,Yes,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
1,19.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
72,24.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
2,18.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
40,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
44,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
71,71.0,No,Yes,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
2,75.55,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
26,93.6,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
1,70.0,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
1,24.4,No,No,No,DSL,No,No,No,Mailed check,No
65,74.8,No,Yes,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),Yes
3,65.25,No,Yes,Yes,DSL,No,No,No,Mailed check,No
13,50.55,No,No,Yes,DSL,No,No,No,Mailed check,No
33,104.4,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
1,70.7,No,No,No,Fiber optic,No,No,No,Mailed check,No
4,45.25,No,No,No,DSL,No,No,No,Mailed check,No
2,70.3,No,No,No,Fiber optic,No,No,No,Electronic check,No
72,108.95,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
37,26.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
15,86.2,No,Yes,No,Fiber optic,Yes,No,No,Electronic check,Yes
23,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
30,51.2,No,Yes,Yes,DSL,No,Yes,No,Credit card (automatic),Yes
42,19.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
32,74.75,No,Yes,No,DSL,Yes,Yes,No,Mailed check,No
22,75.8,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
42,25.1,No,No,No,DSL,No,No,No,Credit card (automatic),No
8,44.45,No,No,No,DSL,No,No,No,Mailed check,No
65,104.3,Yes,Yes,No,Fiber optic,Yes,Yes,No,Credit card (automatic),No
2,19.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
70,89.0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
22,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
4,74.9,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
2,74.9,No,No,No,Fiber optic,No,No,No,Credit card (automatic),Yes
67,36.15,No,No,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
25,19.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
20,19.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
2,61.2,No,No,No,DSL,Yes,Yes,No,Credit card (automatic),No
51,20.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
46,35.05,No,No,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
25,100.25,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
13,44.0,No,No,No,DSL,No,No,No,Mailed check,No
25,102.8,No,Yes,No,Fiber optic,Yes,Yes,Yes,Mailed check,Yes
26,50.35,Yes,No,No,DSL,No,No,No,Mailed check,No
43,100.0,No,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
19,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
10,99.85,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,Yes
2,94.2,No,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
72,86.4,No,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
18,58.4,No,No,No,DSL,Yes,No,Yes,Credit card (automatic),No
9,83.85,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
27,88.3,Yes,No,No,Fiber optic,No,Yes,No,Credit card (automatic),Yes
24,94.1,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
69,104.05,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),Yes
46,108.9,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
72,107.4,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
22,94.7,Yes,Yes,No,Fiber optic,No,Yes,No,Credit card (automatic),Yes
70,90.85,No,No,No,Fiber optic,Yes,Yes,No,Electronic check,No
2,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
31,66.4,Yes,No,Yes,DSL,No,Yes,No,Credit card (automatic),No
56,100.65,Yes,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
16,100.7,Yes,Yes,No,Fiber optic,Yes,Yes,No,Bank transfer (automatic),No
52,25.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
13,19.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
35,20.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
59,95.8,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
72,94.65,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
66,80.55,Yes,Yes,No,DSL,No,Yes,Yes,Bank transfer (automatic),Yes
49,106.65,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
2,45.85,No,No,No,DSL,No,No,No,Mailed check,No
21,104.35,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
54,55.45,Yes,Yes,No,DSL,No,Yes,Yes,Electronic check,No
24,78.85,No,No,No,Fiber optic,Yes,No,No,Electronic check,Yes
1,61.15,No,No,No,DSL,Yes,No,Yes,Electronic check,No
6,78.95,No,No,No,Fiber optic,Yes,No,Yes,Electronic check,No
1,44.45,No,No,No,DSL,No,No,No,Mailed check,Yes
49,109.2,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
56,61.3,Yes,No,No,DSL,Yes,No,Yes,Credit card (automatic),No
56,96.85,No,No,No,Fiber optic,Yes,Yes,Yes,Electronic check,No
6,40.55,Yes,No,Yes,DSL,No,No,Yes,Mailed check,No
32,19.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
50,108.25,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Electronic check,No
58,105.05,Yes,Yes,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),No
65,90.45,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Mailed check,No
64,86.4,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
66,66.9,Yes,No,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
38,110.7,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Electronic check,No
20,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
36,84.9,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
64,102.1,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,No
1,20.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
60,70.15,Yes,Yes,Yes,DSL,No,No,Yes,Credit card (automatic),No
1,74.35,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
50,80.05,Yes,No,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
1,62.05,Yes,No,Yes,DSL,No,No,No,Mailed check,Yes
72,49.2,Yes,No,No,DSL,Yes,Yes,Yes,Electronic check,No
60,20.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
46,38.25,Yes,No,Yes,DSL,Yes,No,No,Mailed check,No
69,54.95,Yes,Yes,No,DSL,No,Yes,Yes,Credit card (automatic),No
31,96.6,Yes,Yes,Yes,Fiber optic,No,No,No,Bank transfer (automatic),No
19,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
71,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
12,84.6,Yes,No,No,Fiber optic,Yes,No,Yes,Electronic check,No
39,80.0,Yes,Yes,Yes,DSL,Yes,Yes,No,Credit card (automatic),Yes
44,85.25,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
56,81.25,Yes,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
72,115.5,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
5,104.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Mailed check,Yes
11,79.0,No,No,No,Fiber optic,Yes,No,No,Bank transfer (automatic),No
24,39.1,No,No,No,DSL,Yes,Yes,No,Bank transfer (automatic),Yes
15,94.65,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
72,20.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
56,59.5,Yes,No,No,DSL,No,No,Yes,Credit card (automatic),No
64,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
34,100.45,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
2,76.5,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
35,20.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
22,20.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
5,49.2,No,No,Yes,DSL,No,No,No,Electronic check,Yes
9,39.55,Yes,No,No,DSL,Yes,No,Yes,Mailed check,No
11,23.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),Yes
23,20.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
4,80.85,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
68,25.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
33,91.25,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
31,72.45,Yes,Yes,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
1,60.1,No,No,Yes,DSL,No,No,Yes,Mailed check,Yes
56,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,78.95,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
66,75.1,Yes,Yes,Yes,DSL,Yes,No,Yes,Electronic check,No
72,25.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
34,69.15,No,No,No,Fiber optic,No,No,No,Credit card (automatic),No
58,91.55,Yes,Yes,No,Fiber optic,No,No,Yes,Electronic check,No
2,45.15,No,No,No,DSL,No,No,No,Electronic check,Yes
37,35.8,No,Yes,No,DSL,No,No,No,Credit card (automatic),No
71,113.15,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
1,19.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
71,19.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
35,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
6,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
3,79.4,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
69,59.1,Yes,No,Yes,DSL,No,No,Yes,Bank transfer (automatic),No
44,53.95,Yes,Yes,No,DSL,No,Yes,Yes,Mailed check,Yes
53,91.15,No,No,Yes,Fiber optic,No,Yes,No,Electronic check,No
24,99.3,Yes,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),Yes
5,68.95,No,No,No,Fiber optic,No,No,No,Electronic check,No
2,51.55,No,No,No,DSL,No,No,Yes,Mailed check,No
62,24.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
19,96.8,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
9,70.05,No,No,No,Fiber optic,No,No,No,Mailed check,No
53,19.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
5,78.75,No,No,No,Fiber optic,No,Yes,No,Mailed check,No
71,69.2,No,Yes,No,DSL,Yes,No,Yes,Electronic check,No
1,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
18,80.65,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
72,103.65,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
4,54.7,No,No,No,DSL,Yes,No,Yes,Mailed check,No
59,54.15,Yes,No,No,DSL,No,No,No,Credit card (automatic),No
1,71.1,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
31,84.85,No,No,No,Fiber optic,No,Yes,No,Electronic check,No
3,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
65,106.25,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
49,99.25,Yes,Yes,Yes,Fiber optic,No,Yes,No,Credit card (automatic),No
2,19.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
53,20.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),Yes
55,94.75,No,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,No
72,114.05,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
36,74.9,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
10,19.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,94.0,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
72,80.85,Yes,No,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
28,54.65,No,No,Yes,DSL,No,No,Yes,Bank transfer (automatic),No
38,91.7,No,Yes,No,Fiber optic,Yes,No,No,Bank transfer (automatic),No
61,118.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Electronic check,No
52,24.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
67,19.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
34,116.15,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
54,80.6,Yes,Yes,Yes,DSL,Yes,Yes,No,Electronic check,No
1,20.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
15,89.85,No,No,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
4,46.0,No,No,No,DSL,No,No,No,Mailed check,Yes
9,66.25,No,Yes,Yes,DSL,No,No,Yes,Mailed check,Yes
46,99.8,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
22,90.0,No,Yes,Yes,Fiber optic,No,No,No,Electronic check,Yes
38,70.45,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
55,75.0,No,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
1,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
64,80.3,Yes,No,No,Fiber optic,Yes,No,No,Credit card (automatic),No
53,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),Yes
58,84.3,Yes,Yes,Yes,DSL,Yes,Yes,No,Electronic check,No
56,54.05,Yes,Yes,Yes,DSL,No,Yes,No,Bank transfer (automatic),No
72,104.9,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Credit card (automatic),No
1,53.95,No,No,Yes,DSL,Yes,No,No,Electronic check,Yes
72,97.25,No,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),No
22,83.05,No,No,No,Fiber optic,No,Yes,No,Electronic check,No
8,105.5,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
16,81.0,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
39,41.1,Yes,No,Yes,DSL,No,No,Yes,Bank transfer (automatic),No
12,45.0,No,No,No,DSL,No,No,No,Bank transfer (automatic),No
54,74.55,No,Yes,No,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
18,40.2,No,No,Yes,DSL,Yes,No,Yes,Mailed check,No
32,70.5,No,No,Yes,DSL,Yes,Yes,Yes,Mailed check,No
41,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
